host_since,first_review,neighbourhood_cleansed
2014-08-16,2020-01-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-04-30,2020-01-09,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2019-02-01,2020-01-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-02-01,,ΡΗΓΙΛΛΗΣ
2015-03-23,2019-12-12,ΝΕΟΣ ΚΟΣΜΟΣ
2015-03-23,2020-03-14,ΝΕΟΣ ΚΟΣΜΟΣ
2017-05-07,2019-12-30,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-06-17,2019-12-23,ΑΜΠΕΛΟΚΗΠΟΙ
2019-12-03,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-10-13,2020-01-14,ΚΥΨΕΛΗ
2012-05-04,2020-02-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-17,2019-12-16,ΑΜΠΕΛΟΚΗΠΟΙ
2017-06-17,2020-10-23,ΓΟΥΒΑ
2015-12-06,2019-12-19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-06-07,2019-12-10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-12,,ΠΕΤΡΑΛΩΝΑ
2017-11-22,2021-01-31,ΣΤΑΔΙΟ
2012-05-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-03,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-04-12,2019-12-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-04,,ΑΜΠΕΛΟΚΗΠΟΙ
2015-01-03,2020-02-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-09,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-07-14,,ΣΤΑΔΙΟ
2019-12-03,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-03,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-03-23,,ΝΕΟΣ ΚΟΣΜΟΣ
2015-03-23,,ΖΑΠΠΕΙΟ
2015-03-23,2020-01-19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-03-23,,ΝΕΟΣ ΚΟΣΜΟΣ
2015-03-23,2020-02-09,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-08-17,2019-12-23,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-05-05,2019-12-16,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-02-14,2019-12-30,ΠΕΤΡΑΛΩΝΑ
2017-05-05,2020-01-02,ΚΕΡΑΜΕΙΚΟΣ
2019-12-03,2019-12-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-28,2019-12-10,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-10-30,2020-02-08,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-02-20,2019-12-22,ΑΜΠΕΛΟΚΗΠΟΙ
2019-06-17,2020-01-20,ΒΟΤΑΝΙΚΟΣ
2019-06-17,,ΒΟΤΑΝΙΚΟΣ
2019-05-21,2020-02-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-17,2020-08-21,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-04-18,2020-01-01,ΣΤΑΔΙΟ
2015-03-24,2020-02-10,ΠΑΤΗΣΙΑ
2018-08-24,2019-12-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-03-24,2020-01-13,ΕΛΛΗΝΟΡΩΣΩΝ
2014-08-16,2020-04-04,ΛΥΚΑΒΗΤΤΟΣ
2019-03-09,2020-10-18,ΘΗΣΕΙΟ
2016-07-14,,ΣΤΑΔΙΟ
2018-10-10,,ΑΜΠΕΛΟΚΗΠΟΙ
2019-12-07,2020-01-25,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-02-27,2020-01-08,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-03-09,,ΘΗΣΕΙΟ
2019-12-08,2020-08-11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-02-20,2020-10-23,ΚΕΡΑΜΕΙΚΟΣ
2019-06-17,2020-02-17,ΒΟΤΑΝΙΚΟΣ
2019-12-09,2019-12-20,ΠΑΤΗΣΙΑ
2013-06-10,2019-12-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-08-22,2019-12-31,ΠΕΤΡΑΛΩΝΑ
2018-11-30,,ΝΕΟΣ ΚΟΣΜΟΣ
2019-12-09,2020-01-02,ΓΚΥΖΗ
2019-12-09,2020-02-10,ΑΝΩ ΚΥΨΕΛΗ
2014-06-26,,ΝΕΟΣ ΚΟΣΜΟΣ
2018-06-07,2020-02-03,ΙΛΙΣΙΑ
2014-12-21,2021-02-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-03-28,2020-01-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-07-02,,ΘΗΣΕΙΟ
2019-12-11,2019-12-16,ΝΕΑ ΚΥΨΕΛΗ
2017-07-02,,ΘΗΣΕΙΟ
2011-06-01,2019-12-26,ΣΤΑΔΙΟ
2019-02-01,2020-01-04,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-04-17,2020-01-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-12,2020-03-08,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-05-09,2019-12-25,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2019-12-03,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-03-20,2020-02-04,ΠΕΔΙΟ ΑΡΕΩΣ
2015-04-15,2020-02-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-04-17,2019-12-27,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-03-21,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-10-07,2020-01-27,ΘΗΣΕΙΟ
2019-06-21,,ΝΕΟΣ ΚΟΣΜΟΣ
2016-05-27,2019-12-15,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2017-04-05,2020-02-06,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-12-14,2020-01-23,ΝΕΟΣ ΚΟΣΜΟΣ
2017-01-03,2019-12-30,ΘΗΣΕΙΟ
2019-12-15,2020-07-07,ΠΑΓΚΡΑΤΙ
2019-12-16,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-02-15,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-03-11,2020-01-16,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2017-10-11,2020-01-13,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2017-05-24,2020-01-18,ΚΟΛΩΝΑΚΙ
2018-10-19,,ΠΑΓΚΡΑΤΙ
2019-07-10,,ΠΑΓΚΡΑΤΙ
2012-04-07,2020-09-17,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-06,2019-12-21,ΚΕΡΑΜΕΙΚΟΣ
2016-02-06,2019-12-27,ΚΕΡΑΜΕΙΚΟΣ
2019-12-17,2019-12-31,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-02-06,2019-12-26,ΚΕΡΑΜΕΙΚΟΣ
2015-03-24,2020-02-03,ΚΟΛΩΝΑΚΙ
2019-02-01,2019-12-26,ΠΕΤΡΑΛΩΝΑ
2012-04-07,2020-01-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-04-07,2020-01-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-23,2020-01-21,ΚΕΡΑΜΕΙΚΟΣ
2019-12-16,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-11-23,2020-10-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-15,,ΑΝΩ ΠΑΤΗΣΙΑ
2018-04-06,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-06-17,2020-01-04,ΒΟΤΑΝΙΚΟΣ
2017-02-27,2020-08-12,ΚΟΛΩΝΑΚΙ
2019-01-16,2019-12-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-05,2020-03-09,ΚΟΛΩΝΑΚΙ
2015-04-24,,ΑΚΡΟΠΟΛΗ
2019-01-16,2020-01-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-11,2020-02-28,ΑΜΠΕΛΟΚΗΠΟΙ
2019-12-13,2020-02-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-21,2020-01-14,ΑΝΩ ΚΥΨΕΛΗ
2019-12-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-18,2020-02-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-01-16,2020-02-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-02-11,2020-01-08,ΓΟΥΔΙ
2019-01-16,2019-12-21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-18,2020-09-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-07-02,,ΘΗΣΕΙΟ
2018-10-11,2020-02-01,ΑΚΡΟΠΟΛΗ
2014-05-29,2020-01-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-29,2019-12-23,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-29,2020-01-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-19,2020-01-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-03-16,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-19,2020-05-09,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-09-06,2020-02-23,ΡΗΓΙΛΛΗΣ
2019-02-01,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2018-02-28,,ΠΑΓΚΡΑΤΙ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-20,2020-02-03,ΝΕΟΣ ΚΟΣΜΟΣ
2016-06-02,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-12-21,,ΠΑΓΚΡΑΤΙ
2017-01-28,,ΑΚΡΟΠΟΛΗ
2019-08-10,2020-06-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-08-10,2020-03-09,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-20,2020-01-26,ΠΑΓΚΡΑΤΙ
2019-08-21,2020-09-05,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-10-29,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-07-13,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-08-21,2020-01-19,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-08-21,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-08-21,2020-01-09,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-09-05,,ΒΟΤΑΝΙΚΟΣ
2019-12-19,2020-01-17,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-12-23,2020-01-01,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-05-29,2020-01-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-29,2019-12-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-24,2020-02-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-01-27,2020-02-04,ΓΟΥΒΑ
2017-01-27,2020-02-01,ΓΟΥΒΑ
2018-03-26,2020-01-01,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-01-27,2020-02-18,ΓΟΥΒΑ
2019-06-21,,ΑΜΠΕΛΟΚΗΠΟΙ
2016-02-06,2020-01-10,ΓΚΑΖΙ
2013-01-20,2019-12-29,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-02-22,2020-01-23,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-01-22,2020-01-26,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-05-07,2020-06-25,ΑΝΩ ΚΥΨΕΛΗ
2012-06-04,2020-02-29,ΘΗΣΕΙΟ
2019-02-02,2020-01-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-09-14,2020-01-11,ΑΚΡΟΠΟΛΗ
2014-02-24,,ΚΟΛΩΝΑΚΙ
2019-12-28,,ΚΟΛΩΝΑΚΙ
2017-06-17,2020-01-19,ΙΛΙΣΙΑ
2015-10-20,2020-04-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-06-05,,ΙΛΙΣΙΑ
2019-12-30,2020-11-02,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-08-28,2020-01-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-08-28,2020-01-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-02-27,,ΚΟΛΩΝΑΚΙ
2019-12-30,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-12-30,,ΝΕΟΣ ΚΟΣΜΟΣ
2019-12-31,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-05-06,2020-01-05,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2015-11-01,,ΓΟΥΔΙ
2017-06-21,2020-01-12,ΠΑΓΚΡΑΤΙ
2020-01-02,2020-03-10,ΚΥΨΕΛΗ
2019-03-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-19,,ΣΤΑΔΙΟ
2018-08-17,2020-02-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-12-23,2020-03-18,ΛΥΚΑΒΗΤΤΟΣ
2019-06-03,2020-02-04,ΠΑΓΚΡΑΤΙ
2019-11-24,2020-08-21,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-06-07,2020-01-12,ΛΥΚΑΒΗΤΤΟΣ
2017-03-26,,ΚΟΛΩΝΑΚΙ
2020-01-03,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2018-05-31,2020-06-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-06,2020-02-03,ΚΕΡΑΜΕΙΚΟΣ
2017-03-28,2020-01-17,ΑΚΡΟΠΟΛΗ
2019-09-18,2020-01-15,ΠΕΤΡΑΛΩΝΑ
2013-09-20,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-10-20,2020-02-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-05-11,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2017-11-24,,ΣΤΑΔΙΟ
2018-08-21,2020-03-12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-07-07,2020-02-02,ΚΟΛΩΝΑΚΙ
2020-01-06,2020-02-03,ΛΥΚΑΒΗΤΤΟΣ
2020-01-06,2020-01-08,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-03-28,2020-01-23,ΠΑΓΚΡΑΤΙ
2019-09-12,2020-08-22,ΠΕΤΡΑΛΩΝΑ
2019-09-12,2020-08-16,ΠΕΤΡΑΛΩΝΑ
2019-09-12,2020-06-21,ΠΕΤΡΑΛΩΝΑ
2014-03-06,,ΠΕΔΙΟ ΑΡΕΩΣ
2014-03-06,,ΚΥΨΕΛΗ
2018-01-12,2021-01-24,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-03-24,2020-02-10,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-08-16,2020-04-03,ΠΑΓΚΡΑΤΙ
2016-01-08,,ΝΕΟΣ ΚΟΣΜΟΣ
2012-01-18,2020-02-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-05-02,2020-02-05,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-02-01,2020-01-31,ΚΟΛΩΝΑΚΙ
2019-09-12,2020-08-13,ΠΕΤΡΑΛΩΝΑ
2019-09-12,2021-02-08,ΠΕΤΡΑΛΩΝΑ
2020-01-08,2020-08-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-07-04,2020-02-17,ΠΟΛΥΓΩΝΟ
2020-01-08,2020-02-04,ΚΕΡΑΜΕΙΚΟΣ
2018-06-07,2020-01-10,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2018-04-18,2020-03-15,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2011-06-17,2020-01-30,ΑΚΡΟΠΟΛΗ
2016-06-12,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-10-11,2020-02-12,ΘΗΣΕΙΟ
2016-09-30,2020-02-09,ΘΗΣΕΙΟ
2017-09-28,2020-03-22,ΖΑΠΠΕΙΟ
2020-01-10,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2011-06-01,,ΘΗΣΕΙΟ
2011-06-01,,ΘΗΣΕΙΟ
2011-06-01,,ΘΗΣΕΙΟ
2015-10-31,2020-03-04,ΝΙΡΒΑΝΑ
2011-06-01,,ΘΗΣΕΙΟ
2011-06-01,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-06-01,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-06-01,2021-01-10,ΘΗΣΕΙΟ
2019-05-09,2020-08-09,ΝΕΑ ΚΥΨΕΛΗ
2017-12-07,,ΚΟΛΩΝΟΣ
2020-01-11,,ΝΕΟΣ ΚΟΣΜΟΣ
2020-01-07,2020-01-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-12,2020-02-14,ΚΟΛΩΝΑΚΙ
2016-02-06,2020-01-21,ΚΕΡΑΜΕΙΚΟΣ
2020-01-12,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-03-21,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2020-01-12,,ΝΕΑ ΚΥΨΕΛΗ
2016-09-13,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-12-30,,ΑΚΡΟΠΟΛΗ
2012-03-03,2020-02-22,ΝΙΡΒΑΝΑ
2012-03-03,2020-02-24,ΝΙΡΒΑΝΑ
2020-01-13,2020-02-02,ΠΕΔΙΟ ΑΡΕΩΣ
2019-03-12,2020-07-21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-12,2020-02-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-12,2020-02-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-04-03,,ΠΑΤΗΣΙΑ
2018-04-03,2020-01-24,ΠΑΤΗΣΙΑ
2015-03-24,2020-03-11,ΝΕΟΣ ΚΟΣΜΟΣ
2018-04-03,2020-02-26,ΑΚΡΟΠΟΛΗ
2015-03-24,2020-02-25,ΝΕΟΣ ΚΟΣΜΟΣ
2013-01-30,2020-02-09,ΠΑΓΚΡΑΤΙ
2015-06-27,2020-03-07,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-01-08,,ΑΚΡΟΠΟΛΗ
2016-01-08,,ΝΕΟΣ ΚΟΣΜΟΣ
2019-03-14,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-07-19,2020-02-14,ΓΟΥΔΙ
2018-06-07,,ΑΜΠΕΛΟΚΗΠΟΙ
2019-12-06,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-06-30,,ΝΕΟΣ ΚΟΣΜΟΣ
2020-01-15,2020-02-01,ΠΕΤΡΑΛΩΝΑ
2020-01-15,2020-01-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-03-10,2020-03-16,ΘΗΣΕΙΟ
2020-01-15,2020-01-19,ΝΕΟΣ ΚΟΣΜΟΣ
2019-12-20,2020-02-08,ΝΕΟΣ ΚΟΣΜΟΣ
2018-04-16,2020-03-21,ΑΚΡΟΠΟΛΗ
2020-01-16,2020-03-10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-01-16,,ΠΑΤΗΣΙΑ
2015-11-10,2020-02-21,ΝΕΟΣ ΚΟΣΜΟΣ
2020-01-16,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-01-16,2020-02-09,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-09-09,2020-02-16,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ
2018-12-19,2020-01-27,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-05-11,2020-03-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-01-17,,ΠΑΓΚΡΑΤΙ
2018-03-26,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-04-08,2020-08-10,ΚΥΨΕΛΗ
2017-08-06,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-08-06,2020-02-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-01-19,2020-01-26,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-06-14,2020-08-07,ΑΝΩ ΚΥΨΕΛΗ
2015-03-24,2020-03-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-09-17,,ΓΚΑΖΙ
2012-08-18,2020-02-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-08-18,2020-02-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-06-27,2020-02-03,ΖΑΠΠΕΙΟ
2017-09-28,2021-02-14,ΚΟΛΩΝΑΚΙ
2016-09-29,2020-02-21,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-04,2020-01-22,ΑΚΡΟΠΟΛΗ
2019-10-06,2020-01-27,ΑΚΡΟΠΟΛΗ
2017-10-12,2020-02-20,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
